sample_index,question,answer,ground_truth,num_contexts,contexts,faithfulness
373,Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh liên quan đến [Rối loạn nội tiết] không?,"Bạn nên tránh ăn các thực phẩm chứa: thịt vịt, hạnh nhân, đậu đỏ, đậu lăng trắng để phòng ngừa rối loạn nội tiết.","Trứng vịt muối, Cá tuyết, Cá muối, Cá hồi|Bia, Rượu vàng, Rượu trắng, Cua",1,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[Thịt vịt, hạnh nhân, đậu đỏ, đậu lăng trắng]"",
    ""bệnh"": ""Rối loạn nội tiết""
  }
}",1.0
374,"Với triệu chứng như [đi tiểu thường xuyên, sốt, đau tiểu], bệnh nhân nên chọn ăn những loại thực phẩm nào?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Súp cá chép cỏ bí đao,Đậu phụ cỏ,Súp phù dung rong biển,Súp dưa chuột rong biển,Bánh bao bắp cải,Gói bắp cải,Cháo rau bina sữa,Cháo cần tây rau bina|Súp cá chép cỏ bí đao,Đậu phụ cỏ,Súp phù dung rong biển,Súp dưa chuột rong biển,Bánh bao bắp cải,Gói bắp cải,Cháo rau bina sữa,Cháo cần tây rau bina",0,,
375,Làm thế nào để phòng tránh [Thiếu máu do khối u ác tính]?,Không có biện pháp phòng ngừa hiệu quả cho thiếu máu do khối u ác tính. Phát hiện và chẩn đoán sớm là chìa khóa để phòng ngừa và điều trị.,Không có biện pháp phòng ngừa hiệu quả và phát hiện và chẩn đoán sớm là chìa khóa để phòng ngừa và điều trị.,1,"{
  ""phòng_tránh"": {
    ""cách_phòng_tránh"": ""Không có biện pháp phòng ngừa hiệu quả và phát hiện và chẩn đoán sớm là chìa khóa để phòng ngừa và điều trị."",
    ""bệnh"": ""Thiếu máu do khối u ác tính""
  }
}",
376,"Những triệu chứng như [Túi, Ngứa] có thể là dấu hiệu của bệnh gì?","Những triệu chứng như [Túi, Ngứa] có thể là dấu hiệu của các bệnh sau: Phễu nang lông, mụn cóc da, phân tán viêm nang lông tái phát ở bộ phận phễu, hài kịch nevus.",Hài kịch Nevus|Phân tán viêm nang lông tái phát ở bộ phận phễu|mụn cóc da|Hồng rêu hình hạt,5,"{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""Túi\"", \""Ngứa\""]"",
    ""bệnh"": ""Phễu nang lông""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""Túi\"", \""Ngứa\""]"",
    ""bệnh"": ""mụn cóc da""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""Túi\"", \""Ngứa\""]"",
    ""bệnh"": ""Phân tán viêm nang lông tái phát ở bộ phận phễu""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""Sự dày lên quá mức của lớp biểu bì\"", \""Herpes\"", \""Eczema\"", \""Mụn\"", \""Biến đổi giống như rêu ở tứ chi\"", \""Căng thẳng\"", \""Ngứa dữ dội\"", \""Khối gió\"", \""Ngứa\""]"",
    ""bệnh"": ""Viêm da Herpetic""
  }
}

---

{
  ""triệu_chứng"": {
    ""triệu_chứng"": ""[\""Túi\"", \""Ngứa\""]"",
    ""bệnh"": ""Hài kịch Nevus""
  }
}",1.0
377,Bạn có thể tư vấn một số thực phẩm nên và không nên ăn để phòng tránh [Herpes đơn giản] không?,"Các thực phẩm nên ăn để phòng tránh herpes đơn giản: hạt hướng dương, đậu phộng, quả óc chó, trái cây trắng (tươi).  
Các thực phẩm không nên ăn: đậu đỏ, đậu trắng, sườn lợn, não lợn.","Duck, Blackbone Chicken, Chestnuts, Walnut|Trứng, vừng, hạt điều, quả trắng (tươi)|Trứng gà, máu gà, thịt gà, nhân đào",1,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[Đậu đỏ, đậu trắng, sườn lợn, não lợn]"",
    ""nên_ăn_thực_phẩm_chứa"": ""[Hạt hướng dương, đậu phộng, quả óc chó, trái cây trắng (tươi)]"",
    ""bệnh"": ""Herpes đơn giản""
  }
}",1.0
378,"Khi nghi ngờ mắc bệnh nào, bạn thường cần thực hiện [Kiểm tra nội soi]?","Khi nghi ngờ mắc bệnh thực quản, bệnh mũi, hoặc viêm mũi họng cấp tính, bạn thường cần thực hiện kiểm tra nội soi.",Viêm ruột non giả màng ở người già|Polyp dây thanh quản|Thực quản rút ngắn|Nhiễm trùng mycoplasma niệu sinh dục,5,"{
  ""nghi_nghi_mắc_bệnh"": {
    ""kiểm_tra"": ""['Kiểm tra nội soi','Kiểm tra thường xuyên phân','Kiểm tra X-quang barium thực quản','Kiểm tra X-quang barium đường tiêu hóa trên']"",
    ""bệnh"": ""Hội chứng xâm nhập bạch cầu eosin vô căn""
  }
}

---

{
  ""nghi_nghi_mắc_bệnh"": {
    ""kiểm_tra"": ""['Kiểm tra nội soi mũi','Kiểm tra nội soi mũi','Kiểm tra mũi','Kiểm tra chức năng mũi','Kiểm tra chức năng khứu giác mũi']"",
    ""bệnh"": ""Bệnh mũi""
  }
}

---

{
  ""nghi_nghi_mắc_bệnh"": {
    ""kiểm_tra"": ""[Kiểm tra nội soi tai, X-quang mục tiêu molypden, kiểm tra tuberculin (OT, PPD)]"",
    ""bệnh"": ""Bệnh lao tai""
  }
}

---

{
  ""nghi_nghi_mắc_bệnh"": {
    ""kiểm_tra"": ""['Kiểm tra lưới thực quản','Đo áp suất thực quản','Kiểm tra ảnh tiêu hóa trên','Kiểm tra bữa ăn X-quang thực quản','Kiểm tra nội soi']"",
    ""bệnh"": ""Bệnh thực quản""
  }
}

---

{
  ""nghi_nghi_mắc_bệnh"": {
    ""kiểm_tra"": ""[\""Xét nghiệm huỳnh quang miễn dịch trực tiếp\"", \""Kiểm tra nội soi sợi họng\"", \""Kiểm tra tia X mục tiêu molypden\""]"",
    ""bệnh"": ""Viêm mũi họng cấp tính""
  }
}",
379,Có thực phẩm nào tôi nên tránh để không mắc phải các bệnh liên quan đến [Bệnh lao hông] không?,"Bạn nên tránh ăn các thực phẩm chứa: bia, rượu vang đỏ, rượu trắng, kem khô sữa đậu nành để giảm nguy cơ mắc bệnh lao hông.","Bia, Rượu trắng, Đậu xanh, Đậu đen",1,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Bia\"", \""Rượu vang đỏ\"", \""Rượu trắng\"", \""Kem khô sữa đậu nành\""]"",
    ""bệnh"": ""Bệnh lao hông""
  }
}",0.5
380,Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh liên quan đến [Đèn chiếu sáng đầu gối] không?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Bia, Rượu vang đỏ, Rượu trắng, Cua",0,,
381,"Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh như [khối u, suy hô hấp] ở trẻ em không?","Dựa vào nguồn tham chiếu, không có thông tin cụ thể về thực phẩm nên tránh để phòng ngừa các bệnh như khối u hoặc suy hô hấp ở trẻ em. Các lời khuyên chỉ liên quan đến các bệnh cụ thể và thực phẩm cần tránh trong từng trường hợp, nhưng không có dữ liệu chung cho cả hai bệnh trên ở trẻ em.

Do đó, bạn không đủ dữ liệu để kết luận.","đậu trắng,mỡ lợn (slate),lợn (slate),thăn lợn",5,"{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[Máu vịt (vịt trắng), chân gà, cánh gà, thịt ngỗng]"",
    ""bệnh"": ""Hội chứng suy hô hấp cấp tính ở trẻ em""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Máu vịt (vịt trắng)\"", \""Đậu xanh\"", \""Ốc sên\"", \""Cá mòi\""]"",
    ""bệnh"": ""6 khối u""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""đậu lăng trắng\"", \""mỡ lợn (slate)\"", \""thăn lợn (thăn lợn)\"" và \""thăn bò\""]"",
    ""bệnh"": ""Hội chứng suy hô hấp cấp tính""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Rượu trắng\"", \""Trứng vịt muối\"", \""Ốc sên\"", \""Rau tươi\""]"",
    ""bệnh"": ""Xuất huyết khối u nội sọ""
  }
}

---

{
  ""lời_khuyên"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""[\""Bia\"", \""Rượu trắng\"", \""Hành tây\"", \""Ớt (đỏ, nhọn, khô)\""]"",
    ""bệnh"": ""Hội chứng suy hô hấp ở người lớn""
  }
}",0.75
382,"Khi điều trị bệnh gì, các loại thuốc như [Viên nang nhỏ, Viên nang clarithromycin, Dung dịch hydro peroxide] thường được đề xuất?","Không đủ dữ liệu để kết luận. Các thuốc được đề xuất trong các nguồn tham chiếu không bao gồm ""Viên nang nhỏ"" và không có sự kết hợp đầy đủ các thuốc như ""Viên nang clarithromycin, Dung dịch hydro peroxide"" cho cùng một bệnh cụ thể.",Áp xe dưới màng xương sau tai|Viêm tai giữa mủ cấp tính|Viêm vú,5,"{
  ""thuốc_de_xuất"": {
    ""thuốc_phổ_biến"": ""['Dung dịch hydro peroxide','Ampicillin và viên nang probenecid']"",
    ""bệnh"": ""Viêm tai giữa tiết""
  }
}

---

{
  ""thuốc_de_xuất"": {
    ""thuốc_phổ_biến"": ""[Viên nang clarithromycin, viên nén ruột erythromycin]"",
    ""bệnh"": ""Viêm phổi Mycoplasma ở trẻ em""
  }
}

---

{
  ""thuốc_de_xuất"": {
    ""thuốc_phổ_biến"": ""[Viên nang clarithromycin, viên nén sulfamethoxazole kết hợp]"",
    ""bệnh"": ""Viêm vú mủ cấp tính""
  }
}

---

{
  ""thuốc_de_xuất"": {
    ""thuốc_phổ_biến"": ""['Dung dịch hydro peroxide','Adenosine monophosphate để tiêm']"",
    ""bệnh"": ""Viêm miệng màng""
  }
}

---

{
  ""thuốc_de_xuất"": {
    ""thuốc_phổ_biến"": ""['Dung dịch hydro peroxide','Adenosine monophosphate để tiêm']"",
    ""bệnh"": ""Viêm miệng candida giả mạc cấp tính""
  }
}",0.6666666666666666
383,"Với triệu chứng như [đau rốn, hạt nhỏ trên móng tay, đau bụng], bệnh nhân nên chọn loại thực phẩm nào để ăn?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Nấm bụng cừu kho tàu, Nấm bụng cừu dâm bụt, Hoa cải ngọt và chua, Hoa cải chiên giòn, Bông cải xanh xào, Bông cải xanh tươi, Súp củ sen thái lát|Nấm bụng cừu kho tàu, Nấm bụng cừu dâm bụt, Hoa cải ngọt và chua, Hoa cải chiên giòn, Bông cải xanh xào, Bông cải xanh tươi, Súp củ sen thái lát",0,,
384,Những bệnh nào khi xảy ra đồng thời với [Suy tim] có thể là dấu hiệu của một bệnh khác?,"Các bệnh khi xảy ra đồng thời với [Suy tim] có thể là dấu hiệu của một bệnh khác gồm:

- **Tăng huyết áp tâm thu ở người cao tuổi** (cùng với: rối loạn nhịp tim, chóng mặt, đánh trống ngực, la âm)  
- **Tắc mạch phổi** (cùng với: đau ngực, ho ra máu, tím tái, tràn dịch màng phổi ác tính, tắc mạch tim phổi)  
- **Sarcoidosis của tim** (cùng với: suy tim phải, đau ngực, rối loạn nhịp tim, ngất xỉu)  
- **Hội chứng Pre-Active ở người cao tuổi** (cùng với: ngất xỉu, loạn nhịp tim, đột tử, rung thất, tim đập nhanh, đau thắt ngực)

Những triệu chứng này thường xuất hiện kết hợp và có thể là dấu hiệu của bệnh lý nền nghiêm trọng hơn.",Nhịp tim nhanh xoang|Nguồn gốc lạc động mạch vành|Đau thắt ngực|tràn dịch màng ngoài tim|tràn dịch màng phổi|Ngộ độc hạt Ricin|Huyết áp cao thận|Hội chứng ung thư buồng trứng nguyên phát|Bệnh tim do rượu ở tuổi già|Sự xâm nhập bạch cầu eosinophilic ở phổi nhiệt đới|Co thắt sớm ở người già|U mạch máu xốp gan|Đau thắt ngực ổn định ở người già|Atrial Pounding Đối với Người cao tuổi|Rung nhĩ ở người già|Viêm phổi kỵ khí ở người già|Nguyên phát myelofibrosis ở người cao tuổi|Bệnh cơ tim|Nhện Nevus|Bệnh cơ tim do tuổi già|Thiếu máu do tan máu quá mức|Hội chứng bạch cầu ái toan vô căn|Sốt thấp ở trẻ em|Sửa chữa chuyển vị động mạch chủ|Viêm màng ngoài tim mãn tính|Bệnh tim mạch syphic|Name|Nhiều bệnh giun chỉ|Suy tim ở trẻ em|Thu hẹp động mạch chủ|Mất khoảng cách giữa động mạch chủ và phổi|Liệt kali thấp định kỳ ở trẻ em|Bệnh cơ tim hypothyroid|Bệnh cơ tim cường giáp|Xơ cứng củ|Bệnh tim thấp khớp|U trung biểu mô ngoại tim|nhiễm virus mini|Thiếu máu nguyên bào sắt thứ phát|Viêm phổi do virus hợp bào hô hấp ở trẻ em|Tắc nghẽn động mạch phổi|Nhịp tim nhanh đa nhĩ|tràn dịch màng phổi ác tính|Hội chứng Cushing ở trẻ em|Chứng mất điều hòa góc tủy sống|Nhiễm trùng bạch cầu eosinophilic phổi|Bệnh sán máng phổi|Dị tật mạch máu não ở trẻ em|Thu hẹp động mạch chủ bụng|Thiếu máu thận ở trẻ em|Phù phổi cao nguyên|Thiếu hụt phòng trẻ em|Biến dạng mạch máu não|Chuyển vị động mạch chủ ở trẻ em|Trầm cảm ở tuổi già|Nhịp tim nhanh xoang ở trẻ em|Nhịp tim nhanh phòng đa ổ ở trẻ em|Nhịp tim nhanh nội tâm nhĩ|Ung thư ác tính di căn tim|Viêm nội tâm mạc do vi khuẩn|uốn ván trẻ sơ sinh|Khí thũng dưới da ở thành ngực|ướt bên trong|Nhịp tim nhanh thất đa dạng do thiếu máu cục bộ|Suy nhược hyperhidrosis nhiệt đới|Cường giáp khi mang thai|Hội chứng beta hyperreceptor|Bệnh tim bẩm sinh|Thiếu vitamin B1 ở trẻ em|Bệnh tim suy thượng thận|Biến dạng mạch máu thận và chèn ép|Viêm thận khử muối|Tăng huyết áp phổi dai dẳng ở trẻ sơ sinh|Bệnh van vôi hóa ở người già|Acid hô hấp ở người cao tuổi,5,"{
  ""bệnh_với_su_tim"": {
    ""triệu_chứng"": ""['Suy tim phải','suy tim','khó thở','nhịp tim thấp','bệnh cơ tim chu sinh','đau bụng','rối loạn nhịp tim','tim mở rộng','thở thẳng đứng']"",
    ""bệnh"": ""Bệnh cơ tim chu sinh""
  }
}

---

{
  ""bệnh_với_su_tim"": {
    ""triệu_chứng"": ""['Suy tim','phì đại cơ tim','khó thở','mệt mỏi','rối loạn nhịp tim','chóng mặt','chảy máu hạch cơ bản','chóng mặt','đánh trống ngực','la âm']"",
    ""bệnh"": ""Tăng huyết áp tâm thu ở người cao tuổi""
  }
}

---

{
  ""bệnh_với_su_tim"": {
    ""triệu_chứng"": ""['Suy tim phải','đau ngực','khó thở','ho ra máu','hạ đường huyết quá thấp','rối loạn nhịp tim','tím tái','ho ra máu lớn','tràn dịch màng phổi ác tính','tắc mạch tim phổi']"",
    ""bệnh"": ""Tắc mạch phổi""
  }
}

---

{
  ""bệnh_với_su_tim"": {
    ""triệu_chứng"": ""['Suy tim phải','bệnh hạch bạch huyết','ngất xỉu','suy tim','đau ngực','rối loạn nhịp thất','khó thở','nhịp tim nhanh']"",
    ""bệnh"": ""Sarcoidosis của tim""
  }
}

---

{
  ""bệnh_với_su_tim"": {
    ""triệu_chứng"": ""['Suy tim','ngất xỉu','nhịp tim nhanh','hạ huyết áp','loạn nhịp tim','đột tử','rung thất','tim đập nhanh','đau thắt ngực']"",
    ""bệnh"": ""Hội chứng Pre-Active ở người cao tuổi""
  }
}",
385,"Với các triệu chứng như [đau bụng, tiêu chảy, mệt mỏi], bệnh nhân nên chọn ăn những loại thực phẩm nào?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Vị ngon và ngon, Cơm thịt cua, Hầm thịt cua động vật có vỏ, Bánh mì sợi củ cải, Cháo muối cà rốt, Bơ cà rốt nghiền, Bánh nhân bắp cải, Bánh bao bắp cải|Canh bắp cải với rau xà lách Dao Trụ,Cháo rau chân vịt với sữa,Canh trứng đôi với rau chân vịt,Nước dứa với bắp cải,Nước ép tảo bẹ,Súp mì tôm với bắp cải,Súp đậu phụ với rau bina,Cháo đậu xanh với đường phèn|Gan vịt xào nhanh,Hai loại gan vịt chiên,Cháo gan lợn trứng,Cháo gan lợn,Gan lợn kho,Chân lợn hầm củ sen,Súp gà củ sen đậu đen,Cà rốt xào|Bánh táo,Cà rốt và nước táo,Cháo nho chuối,Củ cải và nước chuối,Bánh bắp,Bánh bắp,Súp súp lơ,Súp súp lơ,Súp súp lơ ngọc trai,",0,,
386,Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh liên quan đến [Lưỡi bị viêm] không?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Rượu trắng, Hạnh nhân, Đậu đỏ, Đậu lăng trắng|Rượu trắng, Hạnh nhân, Đậu đỏ, Đậu lăng trắng",0,,
387,Có thực phẩm nào tôi nên tránh để không gặp phải các bệnh liên quan đến [Co thắt cổ họng ở trẻ em] không?,Không đủ dữ liệu để kết luận.,"Đường trắng, Đậu phộng (xào), Đậu lăng trắng, Dầu cừu",1,"{
  ""nên_tránh"": {
    ""không_nên_ăn_thực_phẩm_chứa"": ""Không có thông tin"",
    ""bệnh"": ""Co thắt cổ họng ở trẻ em""
  }
}",1.0
388,"Có thực phẩm nào tôi nên tránh để không mắc phải các bệnh như [đau ung thư, viêm hạch ở trẻ sơ sinh, sốt lạnh]?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Rượu trắng, trứng vịt, thịt vịt, hạnh nhân",0,,
389,"Khi điều trị bệnh gì, các loại thuốc [Tiêm glucose] thường được đề xuất?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Hội chứng hạ đường huyết|Hạ đường huyết ở trẻ sơ sinh|Hôn mê hạ đường huyết ở người già|Hạ đường huyết ở người già,0,,
